Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","208","Denmark","5312","Area harvested","0111","Wheat","2021","2021","ha","537700","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1961","1961","hg/ha","41205","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1962","1962","hg/ha","41830","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1963","1963","hg/ha","36698","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1964","1964","hg/ha","42257","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1965","1965","hg/ha","44573","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1966","1966","hg/ha","42752","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1967","1967","hg/ha","46525","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1968","1968","hg/ha","48137","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1969","1969","hg/ha","43615","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1970","1970","hg/ha","44859","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1971","1971","hg/ha","48538","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1972","1972","hg/ha","43939","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1973","1973","hg/ha","44129","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1974","1974","hg/ha","53502","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1975","1975","hg/ha","51017","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1976","1976","hg/ha","46837","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1977","1977","hg/ha","52207","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1978","1978","hg/ha","52705","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1979","1979","hg/ha","51616","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1980","1980","hg/ha","46842","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1981","1981","hg/ha","55580","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1982","1982","hg/ha","66730","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1983","1983","hg/ha","64004","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1984","1984","hg/ha","73230","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1985","1985","hg/ha","58256","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1986","1986","hg/ha","61684","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1987","1987","hg/ha","57474","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1988","1988","hg/ha","67521","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1989","1989","hg/ha","72534","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1990","1990","hg/ha","74180","E","Estimated value"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1991","1991","hg/ha","70749","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1992","1992","hg/ha","61510","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1993","1993","hg/ha","69791","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1994","1994","hg/ha","64948","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1995","1995","hg/ha","75633","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1996","1996","hg/ha","69864","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1997","1997","hg/ha","72057","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1998","1998","hg/ha","72476","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","1999","1999","hg/ha","70074","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2000","2000","hg/ha","74797","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2001","2001","hg/ha","73559","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2002","2002","hg/ha","70345","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2003","2003","hg/ha","70768","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2004","2004","hg/ha","71406","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2005","2005","hg/ha","72328","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2006","2006","hg/ha","69964","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2007","2007","hg/ha","65610","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2008","2008","hg/ha","78638","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2009","2009","hg/ha","80373","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2010","2010","hg/ha","66264","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2011","2011","hg/ha","64672","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2012","2012","hg/ha","73687","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2013","2013","hg/ha","72992","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2014","2014","hg/ha","77833","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2015","2015","hg/ha","79527","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2016","2016","hg/ha","72067","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2017","2017","hg/ha","82409","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2018","2018","hg/ha","61624","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2019","2019","hg/ha","80957","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2020","2020","hg/ha","80987","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2021","2021","hg/ha","75267","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1961","1961","tonnes","434057","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1962","1962","tonnes","643992","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1963","1963","tonnes","494060","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1964","1964","tonnes","541454","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1965","1965","tonnes","563769","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1966","1966","tonnes","400474","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1967","1967","tonnes","420312","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1968","1968","tonnes","464851","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1969","1969","tonnes","428455","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1970","1970","tonnes","512491","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1971","1971","tonnes","585206","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1972","1972","tonnes","592215","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1973","1973","tonnes","542247","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1974","1974","tonnes","591572","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1975","1975","tonnes","519381","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1976","1976","tonnes","592557","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1977","1977","tonnes","605645","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1978","1978","tonnes","642428","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1979","1979","tonnes","589886","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1980","1980","tonnes","652372","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1981","1981","tonnes","834765","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1982","1982","tonnes","1206971","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1983","1983","tonnes","1547845","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1984","1984","tonnes","2445877","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1985","1985","tonnes","1972165","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1986","1986","tonnes","2177228","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1987","1987","tonnes","2284719","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1988","1988","tonnes","2080441","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1989","1989","tonnes","3224153","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1990","1990","tonnes","3953412","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1991","1991","tonnes","3669852","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1992","1992","tonnes","3583011","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1993","1993","tonnes","4334000","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1994","1994","tonnes","3725194","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1995","1995","tonnes","4598500","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1996","1996","tonnes","4757742","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1997","1997","tonnes","4964703","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1998","1998","tonnes","4928375","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","1999","1999","tonnes","4470745","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2000","2000","tonnes","4693422","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2001","2001","tonnes","4663938","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2002","2002","tonnes","4056240","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2003","2003","tonnes","4701382","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2004","2004","tonnes","4758500","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2005","2005","tonnes","4887200","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2006","2006","tonnes","4801600","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2007","2007","tonnes","4519200","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2008","2008","tonnes","5018700","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2009","2009","tonnes","5940400","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2010","2010","tonnes","5059900","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2011","2011","tonnes","4831000","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2012","2012","tonnes","4525100","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2013","2013","tonnes","4145200","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2014","2014","tonnes","5153300","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2015","2015","tonnes","5029300","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2016","2016","tonnes","4201500","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2017","2017","tonnes","4834100","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2018","2018","tonnes","2623930","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2019","2019","tonnes","4642090","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2020","2020","tonnes","4070410","A","Official figure"
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2021","2021","tonnes","4047090","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1992","1992","ha","43479","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1993","1993","ha","50300","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1994","1994","ha","34215","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1995","1995","ha","38601","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1996","1996","ha","45927","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1997","1997","ha","50887","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1998","1998","ha","66800","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","1999","1999","ha","66100","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2000","2000","ha","68969","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2001","2001","ha","59638","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2002","2002","ha","64459","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2003","2003","ha","67156","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2004","2004","ha","78393","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2005","2005","ha","85473","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2006","2006","ha","90842","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2007","2007","ha","99500","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2008","2008","ha","107600","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2009","2009","ha","113619","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2010","2010","ha","119389","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2011","2011","ha","128417","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2012","2012","ha","124300","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2013","2013","ha","124200","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2014","2014","ha","154400","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2015","2015","ha","169700","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2016","2016","ha","164544","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2017","2017","ha","169753","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2018","2018","ha","154580","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2019","2019","ha","166980","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2020","2020","ha","168040","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2021","2021","ha","180000","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1992","1992","hg/ha","20562","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1993","1993","hg/ha","20994","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1994","1994","hg/ha","16686","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1995","1995","hg/ha","19974","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1996","1996","hg/ha","22046","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1997","1997","hg/ha","21850","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1998","1998","hg/ha","17666","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","1999","1999","hg/ha","13377","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2000","2000","hg/ha","21285","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2001","2001","hg/ha","22302","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2002","2002","hg/ha","23025","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2003","2003","hg/ha","21574","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2004","2004","hg/ha","25083","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2005","2005","hg/ha","30818","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2006","2006","hg/ha","24173","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2007","2007","hg/ha","34746","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2008","2008","hg/ha","31831","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2009","2009","hg/ha","30146","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2010","2010","hg/ha","27440","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2011","2011","hg/ha","28065","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2012","2012","hg/ha","38994","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2013","2013","hg/ha","32754","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2014","2014","hg/ha","39864","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2015","2015","hg/ha","47885","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2016","2016","hg/ha","27685","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2017","2017","hg/ha","42018","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2018","2018","hg/ha","29129","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2019","2019","hg/ha","50699","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2020","2020","hg/ha","50019","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2021","2021","hg/ha","40904","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1992","1992","tonnes","89400","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1993","1993","tonnes","105600","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1994","1994","tonnes","57091","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1995","1995","tonnes","77101","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1996","1996","tonnes","101249","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1997","1997","tonnes","111186","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1998","1998","tonnes","118011","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","1999","1999","tonnes","88424","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2000","2000","tonnes","146800","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2001","2001","tonnes","133003","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2002","2002","tonnes","148420","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2003","2003","tonnes","144885","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2004","2004","tonnes","196634","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2005","2005","tonnes","263408","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2006","2006","tonnes","219590","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2007","2007","tonnes","345726","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2008","2008","tonnes","342500","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2009","2009","tonnes","342520","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2010","2010","tonnes","327600","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2011","2011","tonnes","360400","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2012","2012","tonnes","484700","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2013","2013","tonnes","406800","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2014","2014","tonnes","615500","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2015","2015","tonnes","812600","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2016","2016","tonnes","455543","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2017","2017","tonnes","713263","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2018","2018","tonnes","450270","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2019","2019","tonnes","846580","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2020","2020","tonnes","840520","A","Official figure"
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2021","2021","tonnes","736270","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1961","1961","ha","237085","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1962","1962","ha","285700","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1963","1963","ha","238800","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1964","1964","ha","268300","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1965","1965","ha","267100","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1966","1966","ha","208800","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1967","1967","ha","252000","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1968","1968","ha","240700","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1969","1969","ha","203500","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1970","1970","ha","175500","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1971","1971","ha","173000","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1972","1972","ha","178600","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1973","1973","ha","187700","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1974","1974","ha","217200","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1975","1975","ha","218800","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1976","1976","ha","219700","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1977","1977","ha","127400","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1978","1978","ha","115600","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1979","1979","ha","99100","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1980","1980","ha","124300","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1981","1981","ha","107600","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1982","1982","ha","142900","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1983","1983","ha","159600","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1984","1984","ha","154000","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1985","1985","ha","157000","A","Official figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","1986","1986","ha","165800","A","Official figure"
